method,iteration,learning_rate,batch_size,num_blocks,filters_1,filters_2,filters_3,kernel_size,dropout,dense_units,val_accuracy,val_loss,test_accuracy,test_loss,time_sec,num_params,optimizer,weight_decay,use_batch_norm,generation,individual_in_generation,pso_iteration,particle,aco_iteration,ant,hs_phase,memory_index,hs_iteration,dataset,seed
manual_search,1,0.001,64,2,32,64,128,3,0.25,128,0.2696,2.8748035488128663,0.2628,2.8874696685791017,48.29280090332031,603268,,,,,,,,,,,,,CIFAR100,42
manual_search,2,0.0005,128,2,32,64,128,3,0.3,256,0.4288,2.1623623527526856,0.4328,2.149028809738159,36.119776010513306,1140484,,,,,,,,,,,,,CIFAR100,42
manual_search,3,0.001,64,3,32,64,128,3,0.35,128,0.2764,2.8241227748870847,0.2672,2.8205406784057616,58.36259055137634,563076,,,,,,,,,,,,,CIFAR100,42
manual_search,4,0.0002,128,3,64,128,256,3,0.4,256,0.4264,2.1426379009246825,0.4324,2.1309529666900633,72.82222151756287,2221732,,,,,,,,,,,,,CIFAR100,42
manual_search,5,0.0008,32,1,32,64,128,5,0.2,128,0.2218,3.169867541503906,0.2182,3.1977299697875976,70.08217549324036,1089796,,,,,,,,,,,,,CIFAR100,42
random_search,1,0.0019004375238737116,32,3,32,32,64,3,0.3682356070820062,256,0.0102,4.606164728546142,0.01,4.605353998565674,82.76174569129944,372164,adamw,0.0004748306046370143,0.0,,,,,,,,,,CIFAR100,42
random_search,2,0.0015169980582701848,32,1,16,32,64,3,0.2806225314693065,256,0.2756,3.0153750213623045,0.2602,3.030326940917969,56.94882869720459,1077364,adamw,0.0001270500735408539,1.0,,,,,,,,,,CIFAR100,42
random_search,3,0.00027598230915285764,128,1,16,128,128,5,0.13893567083582092,64,0.1842,3.570847300720215,0.1764,3.5914063064575195,26.93948221206665,276404,sgd,2.0259598275933324e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,4,0.0001561107296769821,128,3,32,32,256,5,0.26811404572735037,128,0.4094,2.2458631401062013,0.4147,2.231094610595703,65.99861359596252,2461636,adam,4.5302471291184675e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,5,0.001427921361121902,32,1,64,32,128,3,0.42765886050757346,64,0.2228,3.1863302516937257,0.2293,3.189028756713867,58.8776969909668,1094116,sgd,6.822142856256232e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,6,0.00021149893961648075,128,1,64,64,256,3,0.3045655028334941,64,0.2626,3.0307727355957033,0.2666,3.0404403984069823,28.532503843307495,1093860,adamw,0.00015395024835516638,0.0,,,,,,,,,,CIFAR100,42
random_search,7,0.0008404665310526154,128,3,64,128,64,5,0.4214259600949048,64,0.3606,2.429453730773926,0.3656,2.400130621337891,99.11092591285706,1102436,adam,0.0002920167626720552,1.0,,,,,,,,,,CIFAR100,42
random_search,8,0.0006343509199762545,32,1,64,128,128,3,0.32771933264744,128,0.0432,4.202884275817871,0.0493,4.201049604797364,63.18730306625366,2149156,adamw,2.379882731492451e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,9,0.00019022195423001629,128,3,64,64,256,5,0.18099822185680547,64,0.2984,2.8522569091796877,0.2987,2.8337255462646485,92.84379935264587,2629476,adamw,3.0237613021454307e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,10,0.005274797835850612,64,3,16,128,128,3,0.19238365583725003,256,0.1472,3.5821823791503906,0.1498,3.581159671020508,46.14494967460632,1014324,sgd,3.866722765081481e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,11,0.0022938595363362463,32,3,64,64,256,5,0.05577608679793822,128,0.195,3.294130906677246,0.2003,3.2969700702667235,130.5742950439453,2899620,adam,2.2970535457474088e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,12,0.008785696523496332,64,3,16,128,128,3,0.0764196342748174,64,0.0122,4.6070762001037595,0.01,4.60654376449585,47.17565178871155,601716,adamw,0.000725269213838676,0.0,,,,,,,,,,CIFAR100,42
random_search,13,0.0015772087178392035,256,1,16,64,128,3,0.028962583247093776,256,0.336,2.684899341583252,0.3436,2.6531302452087404,24.94195246696472,1077364,adam,1.8070091688765019e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,14,0.00428594414383087,64,1,64,64,256,3,0.13252831447002955,256,0.3406,2.642610592842102,0.3407,2.635764033126831,37.24195957183838,4258980,sgd,0.0007817874924482802,0.0,,,,,,,,,,CIFAR100,42
random_search,15,0.0026662320560911917,256,3,64,64,128,5,0.06050209793413286,64,0.223,3.1906619354248047,0.2219,3.204169623184204,67.62097072601318,1064548,adam,1.0333719919396349e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,16,0.001502727481746676,32,1,64,128,64,3,0.03370016405515375,64,0.293,2.830302815628052,0.2968,2.8416455978393556,59.671390771865845,1093860,sgd,1.6314435440561296e-06,0.0,,,,,,,,,,CIFAR100,42
random_search,17,0.00036054089121966335,256,1,64,32,256,5,0.12149862119786226,128,0.0698,4.294643067932129,0.0661,4.307089189147949,44.416481256484985,2217508,sgd,3.7258875470092987e-06,0.0,,,,,,,,,,CIFAR100,42
random_search,18,0.0020795314796063537,128,2,32,64,256,3,0.33668227364665076,256,0.3304,2.581333115386963,0.3367,2.5604475639343263,36.709789991378784,1140484,adam,1.5199805205200254e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,19,0.003991949344645287,32,1,16,32,256,5,0.07009114854738724,64,0.3014,2.8099410942077636,0.3072,2.846723568725586,60.21882128715515,276340,sgd,2.4427791540672388e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,20,0.0007695936756467131,32,1,64,128,64,3,0.4631834915040638,64,0.074,4.003507124328613,0.0757,4.0196982151031495,64.56811785697937,1094116,adam,1.6566935211847058e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,21,0.00026760523091972797,256,1,16,64,64,5,0.13260152908607598,128,0.1506,3.758222500228882,0.152,3.774152352523804,24.07131552696228,545012,sgd,1.8579005272228173e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,22,0.00020398284774456553,128,1,16,128,256,3,0.37398778018953205,64,0.186,3.472956460571289,0.1823,3.489023406982422,25.692461013793945,271476,adam,5.656304529493126e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,23,0.00012994487612816188,32,1,16,128,64,3,0.20188777565913874,256,0.2674,3.0301580410003663,0.2637,3.0347376136779785,55.16538715362549,1077300,adam,5.454527962833615e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,24,0.0017328581795201504,256,3,64,128,256,5,0.4673531288682136,64,0.0096,4.606486895751953,0.01,4.606144757080078,109.18357682228088,3448804,adamw,0.00014079116492836285,0.0,,,,,,,,,,CIFAR100,42
random_search,25,0.0003398044211072356,64,3,64,64,128,5,0.4645091658527571,64,0.2286,3.149141562652588,0.2305,3.1497432693481446,77.93949389457703,1064548,adam,2.37059065390971e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,26,0.00014012687673580873,64,3,32,32,128,3,0.4396351212422714,128,0.039,4.35663572845459,0.0413,4.351953302764892,49.35951614379883,489156,sgd,2.973312092018668e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,27,0.0016724591984196078,32,3,64,64,256,3,0.46946500196355195,64,0.1138,3.8463126541137695,0.1053,3.8709986114501955,74.4447295665741,1119076,sgd,2.219657728027214e-06,0.0,,,,,,,,,,CIFAR100,42
random_search,28,0.0030537492123328632,64,2,32,128,64,5,0.10179865616372646,256,0.499,1.919920502471924,0.5075,1.9056134605407715,73.54013299942017,2664068,sgd,3.28266960765393e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,29,0.006466555095709448,32,1,64,64,128,3,0.00177284454389115,64,0.0108,4.607619652557373,0.01,4.606915033721924,60.910118103027344,1093860,adamw,0.0008697488465948366,0.0,,,,,,,,,,CIFAR100,42
random_search,30,0.003037119055767821,256,3,16,32,64,3,0.27279514460276116,128,0.312,2.6343100868225098,0.3146,2.6315316078186037,26.996896266937256,216628,adamw,4.545433309988478e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,31,0.00017984196476608503,128,2,16,64,64,3,0.3334667053177715,128,0.293,2.8385440002441404,0.3031,2.837400638580322,32.8174102306366,586612,adamw,0.0004491631349569214,1.0,,,,,,,,,,CIFAR100,42
random_search,32,0.008864904171112919,64,1,16,32,128,3,0.0896803317091035,128,0.3042,2.8228537364959716,0.2994,2.8200628414154054,37.172396421432495,540084,sgd,0.00025509703851798045,0.0,,,,,,,,,,CIFAR100,42
random_search,33,0.0003416735965431238,32,2,16,64,64,3,0.4082933027984645,128,0.0286,4.586495303344726,0.0304,4.585584007263184,62.67214560508728,586292,sgd,8.233274629789769e-06,0.0,,,,,,,,,,CIFAR100,42
random_search,34,0.0002791560820688288,64,2,32,64,64,5,0.1755730645413761,256,0.3254,2.7016052734375,0.3238,2.709156427383423,53.77989983558655,1256708,sgd,0.00010928343947215599,1.0,,,,,,,,,,CIFAR100,42
random_search,35,0.00755917292840472,32,2,16,128,128,3,0.05420127360735555,128,0.4352,2.215597777557373,0.4386,2.1932919023513793,70.18568086624146,1231092,sgd,0.0001533328408098318,1.0,,,,,,,,,,CIFAR100,42
random_search,36,0.0007460840708299174,32,2,64,32,128,3,0.3543926419170853,64,0.2962,2.817272291946411,0.2899,2.8507670188903806,64.05127763748169,204068,adamw,0.0005980334779460784,0.0,,,,,,,,,,CIFAR100,42
random_search,37,0.0005351098478647973,32,3,32,128,128,3,0.3598771315069751,128,0.332,2.532728895187378,0.3434,2.5029400993347166,92.47924089431763,766212,adamw,8.469426171992905e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,38,0.00044912353099658107,128,3,16,32,128,5,0.33865897263636646,64,0.2964,2.742961217880249,0.2878,2.7554388381958006,41.385268449783325,696692,adamw,5.0970132738480324e-05,1.0,,,,,,,,,,CIFAR100,42
random_search,39,0.0012470228926784975,32,2,32,32,128,5,0.2324940951235071,128,0.3238,2.633133132171631,0.3176,2.651212731933594,102.13241124153137,354756,adamw,4.3762709514415465e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,40,0.0038678604641895547,64,3,16,64,256,5,0.046693600037781335,64,0.011,4.606532548522949,0.01,4.605503425598145,74.10040593147278,2452980,adamw,8.536078353861906e-06,0.0,,,,,,,,,,CIFAR100,42
random_search,41,0.00019710966711513787,32,1,32,128,64,5,0.20722050549885968,256,0.3842,2.413637240219116,0.388,2.401708332824707,70.50953340530396,2151300,adamw,3.830943176310784e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,42,0.0009744382833617107,64,1,64,128,64,3,0.3892102033836625,64,0.1002,3.8453111114501954,0.1029,3.8597017509460447,44.595623254776,1094116,adam,0.00025842205071749565,1.0,,,,,,,,,,CIFAR100,42
random_search,43,0.00012601921508842803,64,1,32,32,128,5,0.47501980422157797,128,0.3106,2.7985573280334473,0.3093,2.850418951797485,42.17873167991638,1089796,adamw,0.0002786246410529935,1.0,,,,,,,,,,CIFAR100,42
random_search,44,0.004582878457156123,256,1,64,64,128,5,0.37588839325025575,256,0.3654,2.481166881942749,0.3692,2.4670916484832763,53.167033672332764,4327844,sgd,0.0001983540411169895,1.0,,,,,,,,,,CIFAR100,42
random_search,45,0.0017926556488466485,128,2,16,128,128,3,0.1358575535410923,128,0.3368,2.6195746505737305,0.3407,2.5972000843048098,30.552099466323853,1230516,adamw,1.7447490598201684e-06,0.0,,,,,,,,,,CIFAR100,42
random_search,46,0.0002900834550454762,64,3,16,32,128,5,0.16544069551904178,128,0.278,2.950489875793457,0.2767,2.952572300720215,52.055535316467285,834228,sgd,1.5374363031323616e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,47,0.0006011095466080208,32,3,32,64,64,5,0.14930632618619172,128,0.0198,4.482374452209473,0.0211,4.4840075920104985,78.61250019073486,530820,sgd,4.117766374231031e-05,0.0,,,,,,,,,,CIFAR100,42
random_search,48,0.0009472376574359649,128,2,32,32,128,5,0.33443681031145855,128,0.2978,2.7926396564483644,0.2937,2.797109603881836,41.34476065635681,354756,adamw,3.127045450535841e-06,1.0,,,,,,,,,,CIFAR100,42
random_search,49,0.006903721149652397,32,2,64,128,256,3,0.04197373108100011,128,0.0108,4.607065553283691,0.01,4.609556982421875,85.09824585914612,1321764,adam,0.00039861539419991756,0.0,,,,,,,,,,CIFAR100,42
random_search,50,0.00012605766751553566,256,2,16,64,128,5,0.38061485394701355,128,0.0542,4.364305902099609,0.0536,4.362670343017578,31.769036293029785,673396,sgd,0.0001803140095473306,1.0,,,,,,,,,,CIFAR100,42
ga,1,0.0019004375238737116,32,3,32,32,64,3,0.3682356070820062,256,0.1988,3.368139818572998,0.1944,3.3731013206481935,93.1550760269165,372164,adamw,0.0001,0.0,1.0,1.0,,,,,,,,CIFAR100,42
ga,2,0.0015169980582701848,32,1,16,32,64,3,0.2806225314693065,256,0.2756,3.0153750213623045,0.2602,3.030326940917969,59.66080188751221,1077364,adamw,0.0001,1.0,1.0,2.0,,,,,,,,CIFAR100,42
ga,3,0.00027598230915285764,128,1,16,128,128,5,0.13893567083582092,64,0.184,3.5683518733978272,0.1764,3.5889137886047364,26.53150701522827,276404,sgd,1e-06,1.0,1.0,3.0,,,,,,,,CIFAR100,42
ga,4,0.0001561107296769821,128,3,32,32,256,5,0.26811404572735037,128,0.4034,2.2695584785461427,0.4123,2.2444970146179197,68.9018874168396,2461636,adam,1e-05,1.0,1.0,4.0,,,,,,,,CIFAR100,42
ga,5,0.001427921361121902,32,1,64,32,128,3,0.42765886050757346,64,0.2424,3.1385779472351074,0.2398,3.157008473968506,55.45811438560486,1094116,sgd,1e-05,1.0,1.0,5.0,,,,,,,,CIFAR100,42
ga,6,0.0001561107296769821,128,3,32,32,256,5,0.26811404572735037,128,0.4034,2.2695584785461427,0.4123,2.2444970146179197,66.94861626625061,2461636,adam,1e-05,1.0,2.0,1.0,,,,,,,,CIFAR100,42
