method,iteration,learning_rate,batch_size,num_blocks,filters_1,filters_2,filters_3,kernel_size,dropout,dense_units,val_accuracy,val_loss,test_accuracy,test_loss,time_sec,num_params,optimizer,weight_decay,use_batch_norm,generation,individual_in_generation,pso_iteration,particle,aco_iteration,ant,hs_phase,memory_index,hs_iteration,dataset,seed
manual_search,1,0.001,64,2,32,64,128,3,0.25,128,0.7746,0.6339187834262848,0.7766,0.633766263628006,46.955501079559326,591658,,,,,,,,,,,,,CIFAR10,42
manual_search,2,0.0005,128,2,32,64,128,3,0.3,256,0.7596,0.6767760239839554,0.76,0.6990524824142456,35.455710887908936,1117354,,,,,,,,,,,,,CIFAR10,42
manual_search,3,0.001,64,3,32,64,128,3,0.35,128,0.7866,0.6222566656112671,0.7752,0.6404495397567749,54.049293756484985,551466,,,,,,,,,,,,,CIFAR10,42
manual_search,4,0.0002,128,3,64,128,256,3,0.4,256,0.798,0.5707193600654602,0.7947,0.5933864313125611,71.85662078857422,2198602,,,,,,,,,,,,,CIFAR10,42
manual_search,5,0.0008,32,1,32,64,128,5,0.2,128,0.6852,0.8826172200202942,0.6848,0.8944766783714294,66.2366533279419,1078186,,,,,,,,,,,,,CIFAR10,42
random_search,1,0.0019004375238737116,32,3,32,32,64,3,0.3682356070820062,256,0.5756,1.1692741041183472,0.5866,1.1571691120147705,75.96820950508118,349034,adamw,0.0004748306046370143,0.0,,,,,,,,,,CIFAR10,42
random_search,2,0.0015169980582701848,32,1,16,32,64,3,0.2806225314693065,256,0.684,0.9263347959518433,0.6844,0.9043421564102173,56.75343203544617,1054234,adamw,0.0001270500735408539,1.0,,,,,,,,,,CIFAR10,42
random_search,3,0.00027598230915285764,128,1,16,128,128,5,0.13893567083582092,64,0.5734,1.1913274780273437,0.5808,1.1771959867477417,27.42983365058899,270554,sgd,2.0259598275933324e-06,1.0,,,,,,,,,,CIFAR10,42
random_search,4,0.0001561107296769821,128,3,32,32,256,5,0.26811404572735037,128,0.7736,0.6554362708091735,0.7716,0.6630770080566406,65.38437032699585,2450026,adam,4.5302471291184675e-05,1.0,,,,,,,,,,CIFAR10,42
random_search,5,0.001427921361121902,32,1,64,32,128,3,0.42765886050757346,64,0.6676,0.9556425158500671,0.6732,0.9521923589706421,58.28111696243286,1088266,sgd,6.822142856256232e-06,1.0,,,,,,,,,,CIFAR10,42
random_search,6,0.00021149893961648075,128,1,64,64,256,3,0.3045655028334941,64,0.64,1.0184127133369445,0.6484,1.0121961837768554,30.5900616645813,1088010,adamw,0.00015395024835516638,0.0,,,,,,,,,,CIFAR10,42
random_search,7,0.0008404665310526154,128,3,64,128,64,5,0.4214259600949048,64,0.8166,0.5480625495433807,0.8079,0.5754907716751099,97.64146947860718,1096586,adam,0.0002920167626720552,1.0,,,,,,,,,,CIFAR10,42
random_search,8,0.0006343509199762545,32,1,64,128,128,3,0.32771933264744,128,0.6884,0.9020461941719056,0.6853,0.9113682313919067,60.927780866622925,2137546,adamw,2.379882731492451e-05,1.0,,,,,,,,,,CIFAR10,42
random_search,9,0.00019022195423001629,128,3,64,64,256,5,0.18099822185680547,64,0.7256,0.7625175867080688,0.7263,0.7770802708625794,90.3568925857544,2623626,adamw,3.0237613021454307e-05,0.0,,,,,,,,,,CIFAR10,42
random_search,10,0.005274797835850612,64,3,16,128,128,3,0.19238365583725003,256,0.607,1.0853857835769654,0.612,1.0860874534606935,47.343483448028564,991194,sgd,3.866722765081481e-05,0.0,,,,,,,,,,CIFAR10,42
random_search,11,0.0022938595363362463,32,3,64,64,256,5,0.05577608679793822,128,0.8082,0.5703408846378326,0.8073,0.5874983307361603,129.6394910812378,2888010,adam,2.2970535457474088e-05,1.0,,,,,,,,,,CIFAR10,42
random_search,12,0.008785696523496332,64,3,16,128,128,3,0.0764196342748174,64,0.1024,2.3029253311157225,0.1,2.3033219608306883,49.93811321258545,595866,adamw,0.000725269213838676,0.0,,,,,,,,,,CIFAR10,42
random_search,13,0.0015772087178392035,256,1,16,64,128,3,0.028962583247093776,256,0.6704,0.9811149012565613,0.663,0.9960655073165894,26.06918692588806,1054234,adam,1.8070091688765019e-06,1.0,,,,,,,,,,CIFAR10,42
random_search,14,0.00428594414383087,64,1,64,64,256,3,0.13252831447002955,256,0.6908,0.9132988391876221,0.6859,0.9270692590713501,39.231372594833374,4235850,sgd,0.0007817874924482802,0.0,,,,,,,,,,CIFAR10,42
random_search,15,0.0026662320560911917,256,3,64,64,128,5,0.06050209793413286,64,0.1024,2.3025722282409666,0.1,2.302635263061523,65.73651456832886,1058698,adam,1.0333719919396349e-05,0.0,,,,,,,,,,CIFAR10,42
random_search,16,0.001502727481746676,32,1,64,128,64,3,0.03370016405515375,64,0.6722,0.9304509797096252,0.6709,0.9334969254493714,54.69777297973633,1088010,sgd,1.6314435440561296e-06,0.0,,,,,,,,,,CIFAR10,42
random_search,17,0.00036054089121966335,256,1,64,32,256,5,0.12149862119786226,128,0.362,1.820464227104187,0.3599,1.8235727535247803,44.08550047874451,2205898,sgd,3.7258875470092987e-06,0.0,,,,,,,,,,CIFAR10,42
random_search,18,0.0020795314796063537,128,2,32,64,256,3,0.33668227364665076,256,0.7326,0.7550895777225495,0.7252,0.8008787302970887,35.726665019989014,1117354,adam,1.5199805205200254e-06,1.0,,,,,,,,,,CIFAR10,42
random_search,19,0.003991949344645287,32,1,16,32,256,5,0.07009114854738724,64,0.6466,1.0141775341987609,0.6451,1.0159255842208863,58.485828161239624,270490,sgd,2.4427791540672388e-05,0.0,,,,,,,,,,CIFAR10,42
random_search,20,0.0007695936756467131,32,1,64,128,64,3,0.4631834915040638,64,0.5346,1.2700147771835326,0.5345,1.2752088968276978,62.808523178100586,1088266,adam,1.6566935211847058e-05,1.0,,,,,,,,,,CIFAR10,42
ga,1,0.0019004375238737116,32,3,32,32,64,3,0.3682356070820062,256,0.5878,1.160940571975708,0.5897,1.1634705026626586,71.28912568092346,349034,adamw,0.0001,0.0,1.0,1.0,,,,,,,,CIFAR10,42
ga,2,0.0015169980582701848,32,1,16,32,64,3,0.2806225314693065,256,0.684,0.9263347959518433,0.6844,0.9043421564102173,54.68264365196228,1054234,adamw,0.0001,1.0,1.0,2.0,,,,,,,,CIFAR10,42
ga,3,0.00027598230915285764,128,1,16,128,128,5,0.13893567083582092,64,0.5718,1.1915124280929565,0.5805,1.1776623304367067,24.713826417922974,270554,sgd,1e-06,1.0,1.0,3.0,,,,,,,,CIFAR10,42
ga,4,0.0001561107296769821,128,3,32,32,256,5,0.26811404572735037,128,0.774,0.6453042080402375,0.7775,0.6433492170333862,64.82386255264282,2450026,adam,1e-05,1.0,1.0,4.0,,,,,,,,CIFAR10,42
ga,5,0.001427921361121902,32,1,64,32,128,3,0.42765886050757346,64,0.6868,0.901313779258728,0.6824,0.9057140357971192,56.46937584877014,1088266,sgd,1e-05,1.0,1.0,5.0,,,,,,,,CIFAR10,42
