epoch,train_loss,train_acc,val_loss,val_acc,dataset,method
11,0.8166748581780328,0.7132,0.8052097531795501,0.7184,CIFAR10,manual_search
12,0.8001527961730956,0.7228444444444444,0.7134755239725112,0.7516,CIFAR10,manual_search
13,0.7820231472121345,0.7284222222222222,0.7531342767715454,0.7314,CIFAR10,manual_search
14,0.7694386592653063,0.7327777777777778,0.6729391936302185,0.7614,CIFAR10,manual_search
15,0.7568502270804511,0.7361555555555556,0.6663663459777832,0.763,CIFAR10,manual_search
16,0.7406288211398655,0.7432888888888889,0.7102744077205658,0.7484,CIFAR10,manual_search
17,0.7275261277940538,0.7475111111111111,0.6552556615829468,0.7668,CIFAR10,manual_search
18,0.7237686196645101,0.7491777777777778,0.6392947671413421,0.775,CIFAR10,manual_search
19,0.7096345587624444,0.7548888888888889,0.6580952697753907,0.7682,CIFAR10,manual_search
20,0.6952767427868314,0.7604,0.6302798237562179,0.7822,CIFAR10,manual_search
1,1.479732174894545,0.46475555555555553,1.2493362840652467,0.551,CIFAR10,harmony_search
2,1.0857975197898018,0.6125777777777778,1.0505440565109252,0.6232,CIFAR10,harmony_search
3,0.8964344297620985,0.6832222222222222,1.0195706951141357,0.6438,CIFAR10,harmony_search
4,0.7589665291256374,0.7323111111111111,1.0044561707496642,0.6592,CIFAR10,harmony_search
5,0.6393562414699131,0.7707555555555555,1.0399640138626098,0.6576,CIFAR10,harmony_search
6,0.5323651415771908,0.8099333333333333,1.1496838962554932,0.6536,CIFAR10,harmony_search
7,0.4429496713532342,0.8408888888888889,1.2599544721603393,0.6428,CIFAR10,harmony_search
8,0.3656390931500329,0.8710444444444444,1.3899107559204102,0.6404,CIFAR10,harmony_search
9,0.31849667282369404,0.8896444444444445,1.5783143423080443,0.6308,CIFAR10,harmony_search
10,0.28096786650154326,0.9021111111111111,1.6282900997161864,0.6442,CIFAR10,harmony_search
11,0.24501232767303785,0.9144666666666666,1.7970431964874267,0.637,CIFAR10,harmony_search
12,0.22860864098734326,0.9206444444444445,1.878466040802002,0.63,CIFAR10,harmony_search
13,0.20647597829633288,0.9294222222222223,1.983771001625061,0.6394,CIFAR10,harmony_search
14,0.1949405711674028,0.9319777777777778,2.1478908641815186,0.6426,CIFAR10,harmony_search
15,0.1904099916206466,0.9365777777777777,2.247052551460266,0.6152,CIFAR10,harmony_search
16,0.1711365945884544,0.9416444444444444,2.4861412921905517,0.6242,CIFAR10,harmony_search
17,0.17744276707122722,0.9406444444444444,2.350051201248169,0.6304,CIFAR10,harmony_search
18,0.1557845920400487,0.9483555555555555,2.524279838180542,0.6288,CIFAR10,harmony_search
19,0.158876358891858,0.9500222222222222,2.6119190784454345,0.6134,CIFAR10,harmony_search
20,0.1405519269267718,0.9535777777777777,2.6613316761016845,0.618,CIFAR10,harmony_search
1,1.7442708882225884,0.36195555555555553,1.43999288482666,0.479,CIFAR10,pso
2,1.3437591591093276,0.5111333333333333,1.3171012491226197,0.5268,CIFAR10,pso
3,1.1805316584481134,0.5787333333333333,1.136461897277832,0.5958,CIFAR10,pso
4,1.0452342417822944,0.6275555555555555,1.1523676280975341,0.5894,CIFAR10,pso
5,0.9594240556610956,0.6598888888888889,1.0382400813102721,0.6372,CIFAR10,pso
6,0.8946867964744568,0.6822222222222222,1.0298956510543824,0.634,CIFAR10,pso
7,0.840125985707177,0.7026444444444444,0.9734916290283203,0.6532,CIFAR10,pso
8,0.7968113867547777,0.7168444444444444,0.9687075518608094,0.6604,CIFAR10,pso
9,0.7458390567779541,0.7361111111111112,0.9451366394042969,0.6832,CIFAR10,pso
10,0.7207985775311788,0.7433555555555555,0.9694818354606628,0.669,CIFAR10,pso
11,0.693175509399838,0.7521777777777777,1.0255810848236084,0.652,CIFAR10,pso
12,0.6845453731218973,0.7562,0.9801435454368591,0.6638,CIFAR10,pso
13,0.6406871323691474,0.7718666666666667,1.0010422023773193,0.6598,CIFAR10,pso
14,0.6181028373718261,0.7798444444444445,1.0379253430366515,0.6636,CIFAR10,pso
15,0.5907710647053189,0.7886666666666666,1.0446091123580932,0.6596,CIFAR10,pso
16,0.5738454702271355,0.7929111111111111,1.0694605621337891,0.6616,CIFAR10,pso
17,0.559320107989841,0.7979777777777778,1.1329466268539428,0.6572,CIFAR10,pso
18,0.5327556921535068,0.8075777777777777,1.1271175420761108,0.651,CIFAR10,pso
19,0.527173066912757,0.8096444444444445,1.1481485633850097,0.6576,CIFAR10,pso
20,0.5217984125137329,0.8120222222222222,1.1956206059455872,0.6468,CIFAR10,pso
1,3.8764119967566595,0.11973333333333333,3.4026403240203855,0.204,CIFAR100,aco
2,3.1854597453223334,0.23466666666666666,3.0253112335205077,0.2662,CIFAR100,aco
3,2.812122676340739,0.30475555555555556,2.8205209842681884,0.3046,CIFAR100,aco
4,2.5647432913038464,0.35533333333333333,2.7270189598083494,0.3202,CIFAR100,aco
5,2.3584404802534316,0.3964666666666667,2.661544551086426,0.3476,CIFAR100,aco
6,2.1708656105889212,0.44093333333333334,2.6340279640197752,0.3476,CIFAR100,aco
7,2.0041664755503334,0.4763777777777778,2.6217595672607423,0.3552,CIFAR100,aco
8,1.8450880588107639,0.5125333333333333,2.617913137817383,0.3598,CIFAR100,aco
9,1.694095411321852,0.5460222222222222,2.662924253463745,0.358,CIFAR100,aco
10,1.554653860897488,0.5791555555555555,2.7044576740264894,0.3576,CIFAR100,aco
11,1.4030992501788668,0.6166,2.7780494606018067,0.3552,CIFAR100,aco
12,1.2685553380330403,0.6506444444444445,2.8521505111694334,0.357,CIFAR100,aco
13,1.1326782734341092,0.6867333333333333,2.9491140254974364,0.3546,CIFAR100,aco
14,1.0047854754765828,0.7209777777777778,2.9907336196899412,0.3584,CIFAR100,aco
15,0.8960540065235562,0.7473111111111111,3.0910707626342773,0.3534,CIFAR100,aco
16,0.7841964751667446,0.7770222222222222,3.245566091156006,0.3524,CIFAR100,aco
17,0.6903187080277337,0.8051555555555555,3.3471470954895017,0.3508,CIFAR100,aco
18,0.597354723379347,0.8302444444444445,3.4891938243865965,0.358,CIFAR100,aco
19,0.5258874407874213,0.8512666666666666,3.626040990829468,0.3492,CIFAR100,aco
20,0.46975262904696996,0.8634,3.731650217437744,0.348,CIFAR100,aco
1,4.133115123494466,0.0648,3.5756758613586426,0.1578,CIFAR100,ga
2,3.484908786943224,0.17004444444444444,3.1947581909179688,0.2282,CIFAR100,ga
3,3.0997152909172905,0.24222222222222223,2.8697492923736574,0.2922,CIFAR100,ga
4,2.8236948966979982,0.29673333333333335,2.6782755283355715,0.3278,CIFAR100,ga
5,2.593055305311415,0.3423111111111111,2.59729741897583,0.3474,CIFAR100,ga
6,2.3969600108252633,0.38037777777777776,2.490699576187134,0.372,CIFAR100,ga
7,2.2311361557430693,0.41875555555555555,2.4095647010803223,0.3892,CIFAR100,ga
8,2.0691752972920736,0.4525111111111111,2.347983299446106,0.396,CIFAR100,ga
9,1.9281519467247856,0.48135555555555554,2.306757752609253,0.4158,CIFAR100,ga
10,1.7911950498580933,0.5122,2.328982799530029,0.4112,CIFAR100,ga
11,1.6479401578267416,0.5471555555555555,2.322458345413208,0.4186,CIFAR100,ga
12,1.5289042005115085,0.5718222222222222,2.3115906372070314,0.4136,CIFAR100,ga
13,1.4080947761111788,0.5998444444444444,2.453246954727173,0.4146,CIFAR100,ga
14,1.2995554759131538,0.6281555555555556,2.4139385566711424,0.4224,CIFAR100,ga
15,1.19579493004481,0.652,2.4938885974884033,0.4326,CIFAR100,ga
16,1.0976927834934658,0.6736666666666666,2.5184258892059326,0.4196,CIFAR100,ga
17,1.0195351563771566,0.6979111111111111,2.5283306129455565,0.4282,CIFAR100,ga
18,0.9413267500665453,0.7147333333333333,2.5781285762786865,0.4214,CIFAR100,ga
19,0.8692108697096507,0.7361777777777778,2.680285061454773,0.422,CIFAR100,ga
20,0.806642733976576,0.7518888888888889,2.651642651939392,0.4194,CIFAR100,ga
1,3.8869283599853515,0.11106666666666666,3.4335313285827636,0.1872,CIFAR100,random_search
2,3.2764915932125516,0.2096222222222222,3.2038105487823487,0.2292,CIFAR100,random_search
3,2.994920062891642,0.26237777777777777,2.9856812099456786,0.2654,CIFAR100,random_search
4,2.7543764124128556,0.3101777777777778,2.8393697887420655,0.2924,CIFAR100,random_search
5,2.5425376820458307,0.3522666666666667,2.764200965499878,0.3122,CIFAR100,random_search
6,2.386884069442749,0.3827333333333333,2.7339311653137206,0.3246,CIFAR100,random_search
7,2.2414396778530543,0.41644444444444445,2.725071778869629,0.3326,CIFAR100,random_search
8,2.105531467903985,0.44584444444444443,2.7359229736328126,0.3342,CIFAR100,random_search
9,1.982454566192627,0.47273333333333334,2.7596075191497804,0.3302,CIFAR100,random_search
10,1.851341901228163,0.5018444444444444,2.7734466335296633,0.3372,CIFAR100,random_search
11,1.733004001405504,0.5284444444444445,2.8516194725036623,0.3378,CIFAR100,random_search
12,1.6157404679192438,0.5547333333333333,2.9005987533569337,0.337,CIFAR100,random_search
13,1.50796316242218,0.5808444444444445,2.9875014068603516,0.337,CIFAR100,random_search
14,1.398679904513889,0.6058222222222223,3.094787684249878,0.3256,CIFAR100,random_search
15,1.3146528507020738,0.6299111111111111,3.1647167098999023,0.3256,CIFAR100,random_search
16,1.197951540544298,0.6575555555555556,3.291760434341431,0.3272,CIFAR100,random_search
17,1.1061741643693712,0.6808666666666666,3.3998170085906985,0.334,CIFAR100,random_search
18,1.0214659324222142,0.7005555555555556,3.510275685119629,0.3216,CIFAR100,random_search
19,0.945784859530131,0.7196,3.667449130630493,0.3212,CIFAR100,random_search
20,0.8702174134572347,0.7414444444444445,3.7573449077606202,0.32,CIFAR100,random_search
1,3.6851490914238823,0.13973333333333332,3.28731720123291,0.2112,CIFAR100,harmony_search
2,3.066071906704373,0.24593333333333334,2.975185670471191,0.265,CIFAR100,harmony_search
3,2.7466957095887925,0.3078666666666667,2.8398068782806396,0.2968,CIFAR100,harmony_search
4,2.4955533181084526,0.359,2.7953303787231447,0.3024,CIFAR100,harmony_search
5,2.300090839131673,0.39984444444444445,2.770311413574219,0.308,CIFAR100,harmony_search
6,2.117959423828125,0.4397333333333333,2.7509571060180664,0.3272,CIFAR100,harmony_search
